Date,Close,Open,High,Low,Volume,Change%
2023-12-21,1109.69,1103.75,1109.71,1101.77,314710,0.15
2023-12-20,1108.02,1103.12,1108.73,1100.1,312130,0.47
2023-12-19,1102.81,1095.87,1102.81,1086.96,368750,0.64
2023-12-18,1095.83,1108.21,1108.7,1094.2,356080,-0.95
2023-12-15,1106.36,1112.79,1116.86,1105.54,473810,-0.53
2023-12-14,1112.3,1122.55,1124.39,1110.77,417670,-0.46
2023-12-13,1117.49,1135.91,1137.37,1116.42,548850,-1.34
2023-12-12,1132.71,1132.14,1133.9,1127.68,371700,0.27
2023-12-11,1129.68,1132.38,1133.24,1123.54,433820,0.07
2023-12-08,1128.85,1126.62,1133.49,1122.71,530390,0.21
2023-12-07,1126.45,1129.85,1134.4,1110.33,918870,-0.22
2023-12-06,1128.93,1119.18,1128.93,1117.45,545400,1.0
2023-12-05,1117.72,1124.92,1126.91,1115.01,500280,-0.52
2023-12-04,1123.52,1109.11,1128.62,1108.64,770540,1.9
2023-12-01,1102.58,1100.56,1103.04,1088.71,398790,0.8
2023-11-30,1093.86,1102.31,1108.73,1093.86,448800,-0.81
2023-11-29,1102.84,1097.89,1106.34,1097.06,394630,0.69
2023-11-28,1095.28,1086.46,1095.62,1073.78,423600,0.83
2023-11-27,1086.25,1098.16,1099.53,1085.81,354680,-1.08
2023-11-24,1098.11,1094.49,1098.11,1074.32,632970,0.68
2023-11-23,1090.69,1124.7,1127.5,1090.69,671750,-2.8
2023-11-22,1122.13,1118.3,1123.75,1110.43,559860,0.4
2023-11-21,1117.64,1110.64,1120.78,1110.64,420660,0.7
2023-11-20,1109.84,1095.97,1119.37,1090.0,536140,0.12
2023-11-17,1108.54,1136.95,1139.64,1102.47,791330,-2.26
2023-11-16,1134.15,1127.43,1134.15,1122.89,415180,0.32
2023-11-15,1130.57,1133.03,1144.42,1127.22,642580,0.88
2023-11-14,1120.67,1114.86,1127.93,1111.91,561870,1.16
2023-11-13,1107.78,1107.73,1115.7,1098.21,522700,0.05
2023-11-10,1107.2,1109.0,1124.41,1106.81,695960,-1.0
2023-11-09,1118.4,1123.81,1132.3,1117.65,694610,-0.22
2023-11-08,1120.88,1080.37,1120.88,1076.82,618890,3.72
2023-11-07,1080.73,1087.42,1092.24,1079.53,386110,-0.94
2023-11-06,1091.04,1082.65,1091.04,1081.51,400460,1.51
2023-11-03,1074.84,1075.86,1082.77,1068.94,529960,0.05
2023-11-02,1074.28,1035.71,1074.28,1035.71,502970,3.76
2023-11-01,1035.34,1019.45,1035.34,1014.05,428380,1.58
2023-10-31,1019.22,1035.52,1038.65,1016.13,517669,-1.37
2023-10-30,1033.36,1053.55,1056.91,1033.36,319800,-2.35
2023-10-27,1058.25,1057.36,1060.63,1036.47,452820,0.75
2023-10-26,1050.41,1079.1,1080.76,1041.67,822270,-4.48
2023-10-25,1099.69,1105.27,1113.07,1099.69,336790,-0.41
2023-10-24,1104.25,1094.08,1107.2,1087.15,316320,1.14
2023-10-23,1091.82,1106.41,1106.61,1085.29,367280,-1.4
2023-10-20,1107.36,1084.21,1107.92,1073.45,419100,2.12
2023-10-19,1084.32,1104.49,1104.69,1084.32,441130,-1.75
2023-10-18,1103.68,1123.9,1125.41,1085.45,668830,-1.47
2023-10-17,1120.14,1146.61,1149.5,1120.14,403160,-1.91
2023-10-16,1141.96,1156.41,1158.69,1140.79,442340,-1.28
2023-10-13,1156.82,1145.31,1158.07,1139.97,419340,0.28
2023-10-12,1153.59,1155.06,1161.17,1150.01,427390,-0.06
2023-10-11,1154.28,1146.5,1154.28,1139.17,356620,0.85
2023-10-10,1144.55,1141.87,1151.38,1141.87,447950,0.56
2023-10-09,1138.15,1125.67,1138.15,1123.38,394580,1.12
2023-10-06,1125.53,1109.33,1126.61,1103.52,429070,1.56
2023-10-05,1108.21,1126.76,1128.86,1108.21,395950,-1.28
2023-10-04,1122.61,1106.39,1131.36,1097.31,479010,1.07
2023-10-03,1110.71,1140.54,1141.63,1108.94,673470,-3.48
2023-10-02,1150.72,1149.46,1157.64,1143.81,315360,0.2
2023-09-29,1148.47,1152.38,1159.09,1146.65,375050,0.18
2023-09-28,1146.35,1149.28,1149.64,1127.85,470440,-0.3
2023-09-27,1149.75,1131.26,1149.75,1114.6,529450,1.85
2023-09-26,1128.89,1137.54,1155.07,1128.89,676840,-0.91
2023-09-25,1139.29,1182.39,1187.28,1139.29,699450,-3.88
2023-09-22,1185.27,1203.08,1203.08,1168.98,965380,-2.32
2023-09-21,1213.37,1229.39,1230.54,1212.55,658110,-1.33
2023-09-20,1229.75,1216.37,1231.11,1213.04,527900,1.26
2023-09-19,1214.45,1213.48,1218.39,1199.26,623030,0.23
2023-09-18,1211.63,1222.88,1225.23,1203.51,551200,-1.16
2023-09-15,1225.85,1224.56,1234.03,1219.36,620650,0.28
2023-09-14,1222.44,1237.95,1244.64,1221.04,739090,-1.25
2023-09-13,1237.9,1249.17,1251.99,1231.47,806380,-0.57
2023-09-12,1244.99,1218.96,1244.99,1214.59,602460,2.13
2023-09-11,1218.98,1242.45,1249.5,1217.83,894250,-1.62
2023-09-08,1239.04,1238.34,1246.23,1237.23,633600,-0.11
2023-09-07,1240.42,1245.56,1253.31,1237.66,733660,-0.21
2023-09-06,1243.04,1230.63,1243.04,1222.01,731080,1.2
2023-09-05,1228.33,1226.35,1231.86,1222.0,660610,0.77
2023-08-31,1218.92,1207.91,1218.92,1207.91,610670,1.0
2023-08-30,1206.8,1195.55,1207.64,1194.25,578380,1.05
2023-08-29,1194.25,1194.68,1198.04,1186.45,624640,0.26
2023-08-28,1191.11,1177.02,1191.11,1176.04,528500,1.78
2023-08-25,1170.3,1173.42,1177.89,1166.68,591570,-0.28
2023-08-24,1173.59,1153.91,1173.59,1150.47,547970,1.86
2023-08-23,1152.13,1173.73,1174.15,1148.22,472460,-0.79
2023-08-22,1161.32,1157.46,1161.51,1122.45,676350,0.54
2023-08-21,1155.11,1153.58,1164.93,1140.78,674140,0.1
2023-08-18,1153.99,1206.2,1209.17,1151.55,1130000,-4.92
2023-08-17,1213.71,1223.41,1225.75,1213.71,716700,-0.7
2023-08-16,1222.23,1209.87,1222.23,1208.49,581520,1.0
2023-08-15,1210.17,1214.67,1214.91,1206.29,522289,-0.21
2023-08-14,1212.71,1210.39,1215.01,1202.93,702140,0.6
2023-08-11,1205.46,1200.01,1205.46,1185.55,631320,1.08
2023-08-10,1192.62,1207.89,1209.27,1191.59,566300,-1.11
2023-08-09,1205.98,1211.29,1213.34,1202.26,616450,-0.58
2023-08-08,1213.06,1217.86,1219.83,1210.19,686710,-0.25
2023-08-07,1216.11,1199.73,1216.11,1199.73,697310,1.36
2023-08-04,1199.74,1182.18,1201.1,1182.18,759420,1.58
2023-08-03,1181.03,1188.15,1192.54,1178.61,702240,-0.66
2023-08-02,1188.93,1184.26,1191.59,1180.29,591890,0.3
2023-08-01,1185.37,1200.8,1201.8,1185.37,830580,-0.72
2023-07-31,1193.98,1190.63,1194.82,1183.23,745400,1.14
2023-07-28,1180.49,1168.82,1180.49,1167.22,738010,1.06
2023-07-27,1168.08,1168.37,1172.44,1158.74,763020,0.02
2023-07-26,1167.79,1164.0,1167.79,1160.78,614510,0.33
2023-07-25,1163.96,1162.53,1167.87,1160.35,664800,0.31
2023-07-24,1160.4,1158.86,1161.32,1151.04,677510,0.66
2023-07-21,1152.83,1136.5,1152.83,1135.93,688360,1.53
2023-07-20,1135.42,1131.56,1135.42,1127.26,545010,0.33
2023-07-19,1131.63,1137.43,1138.59,1131.63,567270,-0.23
2023-07-18,1134.22,1131.76,1134.42,1127.33,540020,0.22
2023-07-17,1131.75,1131.04,1133.99,1127.97,594650,0.46
2023-07-14,1126.56,1127.09,1127.73,1113.28,713230,0.41
2023-07-13,1121.98,1115.79,1121.98,1115.25,547850,1.08
2023-07-12,1110.03,1112.03,1114.29,1105.97,500970,-0.04
2023-07-11,1110.47,1108.01,1116.12,1107.76,579970,0.3
2023-07-10,1107.2,1100.35,1107.2,1098.46,593240,1.13
2023-07-07,1094.8,1082.97,1094.8,1079.45,526600,0.95
2023-07-06,1084.46,1092.71,1094.11,1079.27,654390,-0.74
2023-07-05,1092.55,1095.01,1097.84,1092.46,538120,0.13
2023-07-04,1091.18,1084.64,1091.18,1081.62,457060,0.68
2023-07-03,1083.86,1086.62,1089.05,1080.65,354780,0.14
2023-06-30,1082.38,1083.11,1085.32,1079.28,375740,-0.05
2023-06-29,1082.94,1100.48,1101.07,1082.94,577010,-1.52
2023-06-28,1099.6,1096.42,1101.43,1092.91,573230,0.41
2023-06-27,1095.13,1096.38,1097.15,1089.81,449090,0.17
2023-06-26,1093.3,1093.04,1095.84,1079.14,703320,0.25
2023-06-23,1090.58,1085.4,1091.88,1083.03,608680,0.66
2023-06-22,1083.41,1083.1,1087.01,1080.9,603270,0.66
2023-06-21,1076.35,1067.91,1076.35,1066.34,575040,0.82
2023-06-20,1067.63,1060.59,1067.63,1057.83,432980,0.73
2023-06-19,1059.87,1068.27,1069.63,1058.86,484380,-0.65
2023-06-16,1066.79,1066.45,1083.12,1064.18,786450,0.04
2023-06-15,1066.33,1067.13,1069.74,1061.68,469230,-0.12
2023-06-14,1067.65,1075.13,1080.87,1067.65,573590,-0.5
2023-06-13,1073.06,1071.45,1073.44,1068.49,583880,0.35
2023-06-12,1069.37,1065.42,1069.37,1053.27,494410,0.73
2023-06-09,1061.58,1054.71,1061.58,1048.31,590320,0.93
2023-06-08,1051.85,1069.07,1071.54,1051.85,819850,-1.43
2023-06-07,1067.08,1064.83,1067.65,1060.93,650770,0.4
2023-06-06,1062.83,1052.17,1062.83,1050.34,562460,1.07
2023-06-05,1051.53,1058.27,1059.59,1050.2,642180,0.32
2023-06-02,1048.15,1038.61,1049.85,1038.29,687650,1.61
2023-06-01,1031.53,1026.29,1031.53,1022.43,506380,0.47
2023-05-31,1026.67,1030.78,1032.02,1023.58,571920,-0.32
2023-05-30,1029.93,1030.89,1031.62,1024.31,538860,0.33
2023-05-29,1026.59,1019.44,1027.47,1019.43,447570,1.04
2023-05-26,1016.03,1017.36,1018.11,1014.97,395710,0.08
2023-05-25,1015.2,1014.58,1017.14,1010.89,433800,-0.01
2023-05-24,1015.34,1025.55,1025.56,1014.79,468540,-0.59
2023-05-23,1021.35,1026.09,1028.8,1017.52,483760,-0.4
2023-05-22,1025.45,1020.69,1025.45,1019.29,445370,0.67
2023-05-19,1018.64,1020.74,1020.74,1010.15,453840,0.04
2023-05-18,1018.25,1015.15,1023.97,1012.4,405370,0.61
2023-05-17,1012.11,1020.26,1023.37,1012.11,474010,-0.8
2023-05-16,1020.31,1023.12,1023.85,1017.42,385630,-0.07
2023-05-15,1021.0,1021.96,1031.53,1021.0,502280,0.02
2023-05-12,1020.84,1012.7,1020.84,1008.5,445990,0.91
2023-05-11,1011.64,1014.65,1017.15,1010.3,464530,0.04
2023-05-10,1011.28,1006.84,1011.61,1004.82,413630,0.66
2023-05-09,1004.65,1003.95,1007.96,1003.05,341270,0.08
2023-05-08,1003.84,997.37,1003.84,997.32,398860,1.0
2023-05-05,993.9,994.39,997.79,990.61,300270,-0.11
2023-05-04,995.02,1000.23,1002.8,993.7,396720,-0.86
2023-04-28,1003.66,997.79,1003.66,997.11,397890,1.05
2023-04-27,993.27,995.83,999.42,991.35,335390,-0.08
2023-04-26,994.02,985.87,994.02,979.51,312220,0.78
2023-04-25,986.37,995.34,1000.34,985.6,321940,-0.85
2023-04-24,994.81,997.96,1002.6,991.62,292150,-0.14
2023-04-21,996.18,1004.18,1005.4,994.84,371060,-0.65
2023-04-20,1002.69,1005.32,1006.68,999.39,225950,-0.16
2023-04-19,1004.25,1015.87,1016.01,1003.74,361120,-0.83
2023-04-18,1012.66,1013.76,1015.51,1008.17,358250,0.05
2023-04-17,1012.16,1010.22,1012.6,1006.6,280090,0.17
2023-04-14,1010.47,1026.24,1027.86,1010.47,538340,-1.17
2023-04-13,1022.47,1028.83,1029.44,1019.91,423470,-0.5
2023-04-12,1027.61,1029.36,1031.34,1025.04,485860,0.06
2023-04-11,1027.01,1020.56,1027.01,1012.89,459130,0.47
2023-04-10,1022.17,1027.06,1032.09,1018.93,558780,-0.03
2023-04-07,1022.47,1022.2,1023.82,1015.21,418630,0.08
2023-04-06,1021.66,1035.55,1037.62,1021.66,650900,-1.14
2023-04-05,1033.42,1030.53,1033.42,1025.73,487410,0.27
2023-04-04,1030.67,1029.26,1031.62,1024.84,510070,0.27
2023-04-03,1027.88,1018.58,1027.88,1018.58,580340,1.63
2023-03-31,1011.42,1005.44,1014.51,1005.44,436350,0.64
